,Aircraft Model,Empty Weight (kg),Maximum Takeoff Weight (kg),Maximum Landing Weight (kg),Center of Gravity Limits,Wing Loading (kg/m²),Tail Loading (kg/m²),Fuel Capacity (liters),Number of Passengers,Cargo Capacity (kg),Maximum Altitude (ft),Maximum Speed (knots),Engine Type,Fuselage Length (m)
5491,Boeing 747-8,131804.5905610678,642533.9761688487,147692.7276220871,20%-40% of MAC,687.5625931233227,126.48542618562902,370505.899382563,283,42603.60282159637,42720,621,Turboprop,37.459133613916585
5492,Airbus A380,3396.594526239645,6723.568543480289,4625.697135718063,25%-35% of MAC,903.9835699873488,38.81488590444848,107198.1406466436,268,16844.695188852154,55038,466,Turbofan,60.457137226159695
5493,Boeing 737-800,87445.56798376096,269713.93891236826,123462.33737643671,20%-35% of MAC,702.8083302754395,69.07115318540309,198281.8715863275,97,32594.60825435554,54919,513,Turboprop,93.0476447702353
5494,Boeing 747-8,236003.36606115432,349160.71188559325,331045.0414090577,20%-35% of MAC,758.4792051573027,122.11048825492416,60412.48415075629,174,25801.41670007564,28117,637,Piston,86.58740465253997
5495,Airbus A380,299282.6893870815,1050614.7858395055,607309.2359427185,20%-40% of MAC,809.1627193233278,41.554793401330514,69861.79665854924,82,7127.143235986076,39496,454,Turbofan,35.065396721451776
5496,Cessna 172,28206.421214934107,131898.62297084977,110697.41109933332,20%-40% of MAC,603.3083307853007,119.6954556969179,355434.52660782123,461,40698.116474380855,53931,406,Piston,78.56788689295617
5497,Cessna 172,82473.46512827545,289974.76737548376,185946.507074979,25%-35% of MAC,586.7523355506885,187.19506298592665,304959.7945693077,396,75540.27162905289,39880,506,Turbofan,62.02630920454837
5498,Boeing 737-800,240334.6878082332,264584.08127158054,251656.35405785704,25%-35% of MAC,322.5287977556726,67.26791596002087,436061.9262549774,62,88991.30020474987,35885,637,Turboprop,98.97774547238072
5499,Boeing 737-800,192326.8152553865,327272.2901083469,254501.13904378575,35%-45% of MAC,615.6143289950207,117.94376558293382,213531.06556805692,52,70841.08932067007,59236,463,Piston,89.49708696244669
5500,Airbus A320,68893.89920505171,236317.5723504916,185267.32910581675,25%-35% of MAC,969.1633841523324,101.415116127458,142253.7682831819,155,40247.51800430201,45298,425,Piston,14.387410726122257
5501,Airbus A380,226855.64609173452,797924.3308583995,469404.9643302178,20%-40% of MAC,856.8879862431384,165.5405771370935,201107.8848385173,400,1899.9568884107025,52194,473,Piston,40.543107026779744
5502,Boeing 737-800,182910.27293881372,231402.2422325905,198122.58011941472,25%-35% of MAC,619.8697070085037,199.1299972692366,398138.70697102713,371,18874.51727609469,47147,615,Piston,54.24701721452562
5503,Boeing 777,7795.330461347061,24978.120871158106,9348.578481345228,20%-35% of MAC,229.00379526141137,53.54997918001232,13888.575667408277,324,58816.66230808569,52627,424,Turboprop,10.11823861633822
5504,Cessna 172,3462.222876860509,8333.266103261063,5141.615853346308,15%-30% of MAC,366.5753749282245,29.40844921685086,317771.43140318326,76,40437.65261202656,56013,675,Piston,14.89304447534239
5505,Gulfstream G650,168941.48982287408,579892.4316385505,223242.59482637083,20%-40% of MAC,860.960279405701,29.60545840675259,470501.25162323535,332,54665.35641023481,44307,490,Turbofan,43.57182593075331
5506,Gulfstream G650,4942.163454945654,12760.422177400018,9625.344860533998,20%-40% of MAC,667.9375895602823,37.62915608058916,445798.6519245893,458,28189.97476825924,44081,567,Turbofan,76.47982492773677
5507,Cessna 172,96480.61611620415,363080.51988604816,352177.0029082252,25%-35% of MAC,706.6762260288197,169.66104065970913,182195.12738832796,356,96250.47637826156,32943,592,Turboprop,29.93735727881346
5508,Boeing 737-800,151382.36277724413,611909.581515226,611274.7335909908,15%-30% of MAC,838.7184028007259,163.2714680347635,369838.73268659296,333,48047.60126687891,28707,454,Turbofan,78.33841250078746
5509,Beechcraft King Air 350,45213.75810455587,45757.88745257283,45240.304938973495,20%-40% of MAC,331.5815191148332,40.457990528793815,419728.7569835336,405,22779.747100256634,31466,651,Turboprop,84.83015355865874
5510,Cessna 172,57836.96797515533,238627.94881726868,69314.15324021353,35%-45% of MAC,623.1379591757009,199.86565638768303,130959.99556338608,171,61233.465696782274,25412,591,Piston,97.8365863586175
5511,Boeing 747-8,181911.84177968407,204154.73189311213,192759.01237161775,20%-35% of MAC,226.83884000205907,126.60011440439348,429429.8974051297,167,64540.96357017181,37750,405,Piston,62.30772936386145
5512,Boeing 777,172108.03113314393,701168.9205191857,526098.7303841421,20%-40% of MAC,347.3199041264472,63.331295184118325,176857.1863783104,158,14262.87739522854,24078,560,Piston,38.51645367184648
5513,Boeing 747-8,249535.246236952,453833.5560631466,329053.7846073565,20%-40% of MAC,761.4663810657908,62.56942043649886,182349.12619035508,147,41549.97382245112,45138,640,Turboprop,70.61342753676547
5514,Bombardier Global 6000,167188.01315618234,440750.8533504453,411451.0216498845,20%-35% of MAC,766.9698553966775,40.27712272918694,197216.16025951173,466,64886.64263470821,38838,462,Piston,81.70172631132783
5515,Beechcraft King Air 350,265941.3187529099,699040.7703724052,620591.4287092306,15%-30% of MAC,830.3196829767681,99.76622974221604,432934.26298468624,360,30119.88665850961,39536,684,Turbofan,73.59238269357371
5516,Boeing 747-8,177912.72345465323,258744.6709662127,239041.8305289885,20%-40% of MAC,805.6282722004834,95.69894097340048,398458.8668440114,415,85486.94448565818,55450,583,Piston,77.04386194798239
5517,Airbus A380,147960.95414648709,232295.60740111323,212721.80719443815,35%-45% of MAC,592.2575855452667,71.50587770882305,118485.4206012466,159,89958.79016088361,32310,573,Turbofan,92.72798902147323
5518,Cessna 172,213207.5668321073,820770.984183867,811118.9054277512,20%-40% of MAC,461.91832330808376,170.09020523996543,219736.99085276207,441,12636.193124624828,54220,433,Piston,89.42061330761561
5519,Beechcraft King Air 350,75840.70818042655,80330.11304492368,77015.60207098095,20%-35% of MAC,837.4191389530282,94.49926849130004,104874.34156863231,167,55762.40120514437,25752,590,Piston,51.31383007294178
5520,Gulfstream G650,125351.47987008198,245021.78002382108,145127.4235190696,20%-40% of MAC,269.05955740410974,81.45073373974542,14185.984259433628,437,56753.78114247595,54712,641,Piston,82.27922175138441
5521,Airbus A320,111877.843389567,466419.0393879544,112898.07841114404,25%-35% of MAC,783.0396277801761,134.11877178204972,24302.11949930564,489,26532.184035449605,52061,440,Turbofan,93.34348765698924
5522,Gulfstream G650,11803.887457364535,53065.74523919719,52736.25325253539,20%-35% of MAC,410.559816279449,28.873134947096197,112062.6033457586,180,97772.91318618983,55676,406,Piston,36.306302836541526
5523,Gulfstream G650,26543.539700255154,63182.13496463005,54128.1280190743,25%-35% of MAC,534.3137162787164,49.31270125287145,360968.53200591216,202,30424.950286067127,37105,558,Turbofan,99.1997061530864
5524,Embraer E190,31774.07954828545,42345.03367579647,35517.7718250928,20%-40% of MAC,440.8050295107879,82.00895526169805,186427.78942907188,383,56222.193077798445,55126,543,Turbofan,23.589674049250164
5525,Boeing 747-8,146218.15879165646,602249.0914095637,450189.1506620194,20%-35% of MAC,996.9354161028548,172.79166270490865,445701.0472925953,344,46504.65294309534,21734,457,Piston,17.217309503991103
5526,Airbus A380,133916.04162954396,387160.1638541043,256263.42540629292,20%-35% of MAC,255.8287728570658,175.38411738321665,398657.9812766345,486,82345.14721307432,33845,601,Piston,39.99103677652271
5527,Airbus A380,162338.50534268128,336992.72355984466,186073.4229321345,25%-35% of MAC,230.2543992222513,93.55872341204118,75708.60935765189,433,8698.06130759616,51043,461,Turboprop,75.33517163312295
5528,Boeing 777,221021.70208638915,925119.5015499806,396769.1485537439,20%-40% of MAC,245.50870908679929,117.41519618152266,65933.30711433908,488,41109.199758217335,58480,630,Turboprop,43.93693280495593
5529,Airbus A380,279304.85401551385,564374.0832368303,556146.638285501,35%-45% of MAC,471.4798783679599,141.3840243791489,156902.63689715834,307,35181.126525594,32703,624,Turboprop,11.057484309189071
5530,Boeing 747-8,31619.220974433447,43527.81545619195,36668.41527550611,25%-35% of MAC,332.92937338487656,32.499742943559085,146209.9399480086,123,50524.76829520294,40003,562,Turbofan,56.444872998765625
5531,Embraer E190,188861.9307203293,581367.1021858333,555464.7903836176,15%-30% of MAC,845.9911840419326,155.01795366470864,254261.11738243332,57,78202.28668335597,54403,429,Turboprop,45.59520569694902
5532,Beechcraft King Air 350,228297.02196780423,945049.2188930132,536800.2957746485,20%-40% of MAC,485.4136536694862,86.49568285414118,179840.83558211732,56,66952.22575553294,23239,586,Piston,23.976218906333663
5533,Gulfstream G650,127670.62232373512,142550.37577957334,131825.45782691962,25%-35% of MAC,579.1247233099295,93.1827759853193,285439.1017234966,456,4697.60605768721,34008,403,Piston,28.88262468706868
5534,Airbus A380,202880.48784621383,604280.8519851178,551336.5196752611,20%-40% of MAC,211.81206445656608,45.4339071127994,373041.0821049216,270,13828.592202474096,39858,640,Turboprop,10.723893686782777
5535,Bombardier Global 6000,239727.98211019931,698884.9131460807,461523.4593592812,20%-40% of MAC,371.6676935634071,155.3416111627876,113735.88877995624,276,81990.195383727,42540,507,Piston,69.19096349398936
5536,Bombardier Global 6000,213366.94580908795,566255.325188482,452707.2981857137,15%-30% of MAC,230.60322667320293,173.53769877706523,45684.98810328778,256,65166.8666183344,54934,527,Turboprop,77.85511349376667
5537,Airbus A320,89621.61478202172,421830.8144674931,385351.2663962281,20%-40% of MAC,594.0236242632201,107.40220410926578,444509.613795321,142,20563.98722859588,48258,693,Turboprop,42.377172050972014
5538,Airbus A380,57773.36013597223,71533.05741357415,70986.61318249215,20%-40% of MAC,779.8978284070855,136.81152037410058,353559.79480891227,497,46612.77321566899,52784,428,Piston,53.72005505151456
5539,Gulfstream G650,227013.432937782,580133.5596728483,556775.1458207775,25%-35% of MAC,569.0356740439033,98.08858966591832,1384.3425808794643,352,66785.20863336582,30950,678,Turbofan,78.41548384608478
5540,Bombardier Global 6000,293587.337503299,468603.6165167092,394773.97589165,20%-35% of MAC,303.77168993500953,94.57984342022571,426199.8031760172,200,12128.40873530535,35328,442,Piston,27.184184142862318
5541,Beechcraft King Air 350,217478.21894232757,345232.05083773355,333664.9463289854,15%-30% of MAC,324.1088115332667,75.71528295694095,43928.27144564666,285,16815.04237718308,57609,676,Turboprop,24.155435993816827
5542,Airbus A320,209650.7944380748,472313.5561989591,259801.23344718432,15%-30% of MAC,493.1554555984014,196.54542319374224,37923.3779970947,348,42837.4453317137,52243,447,Turboprop,18.412878432570025
5543,Boeing 737-800,157696.89888921462,361498.50527320895,300681.0258022563,20%-35% of MAC,687.5377208696732,182.29737141203117,375769.99183604267,215,85236.17604577325,39998,430,Turboprop,61.63255734019608
5544,Boeing 737-800,111660.0516554543,425836.0928331758,346212.4440610012,25%-35% of MAC,604.0465722842803,173.96743452103934,55069.09290232055,115,19325.225198659904,43542,526,Turboprop,46.13821302717599
5545,Airbus A380,221663.13024390183,946494.9636877008,536602.7654589266,25%-35% of MAC,241.00806240892703,48.37090178407246,338874.6769756512,237,27694.55431610758,41239,572,Turboprop,70.50006661080222
5546,Cessna 172,114885.39222533196,290983.9034931987,170587.06245015413,20%-35% of MAC,514.3821695803097,183.25774513626385,8650.96124932474,405,40912.72756050705,21548,600,Turbofan,19.35512825772407
5547,Airbus A380,137428.6875691203,629222.1023064349,329412.5863000826,25%-35% of MAC,918.3029964694256,131.30222409228014,110099.39258649365,235,49594.85030044104,26909,685,Turbofan,36.28226031251469
5548,Cessna 172,140667.90903070453,363113.8527588968,304901.5747949228,25%-35% of MAC,377.3421605636958,58.85511497376644,475972.9551579009,164,40110.538287366006,52810,440,Turbofan,56.19497115721007
5549,Cessna 172,107073.10832431135,241706.92103370265,203287.72393168023,20%-35% of MAC,218.59409240149708,107.97518507798712,487446.05118600704,339,42486.80889717896,52410,563,Turbofan,34.47394737830446
5550,Airbus A380,227361.6734443737,703163.4590450182,236223.41538134488,15%-30% of MAC,849.0358577267995,112.15635594697636,458426.6810917457,348,95948.05382726633,38158,579,Piston,35.63524320005929
5551,Airbus A320,45822.71616668714,106944.0024434566,98252.7566029014,20%-40% of MAC,823.876034469395,187.6182782352777,281808.80752269144,444,29639.35484489683,43903,439,Turboprop,51.31182911050391
5552,Bombardier Global 6000,175972.31645332277,472668.7671526948,346163.40479940025,20%-40% of MAC,215.4059124322055,165.88921348081092,229305.36475017705,238,61935.92077445815,50294,569,Piston,33.86829343041964
5553,Bombardier Global 6000,140517.97492254755,226851.8520646048,169512.08641068815,20%-40% of MAC,574.1484982391877,138.54944913602782,247228.66611291925,346,18670.25861876821,29030,562,Turboprop,37.20159170822509
5554,Bombardier Global 6000,166806.91508560805,345793.31958049303,255588.48507627432,35%-45% of MAC,972.9234386128672,43.27812050287654,258150.63552837676,387,10826.360708099226,36231,505,Turbofan,87.94162840862037
5555,Cessna 172,55166.47596767689,158020.21212131646,76829.94592608885,20%-40% of MAC,766.8183947056045,127.49258811227848,396210.59570571856,326,46019.66441153996,45656,507,Turboprop,90.53316985564058
5556,Airbus A380,237852.12034669123,273462.62873135635,249296.9938742116,25%-35% of MAC,611.3938571897053,102.34209523084674,84075.64563945367,318,56715.49988007955,38118,657,Turboprop,89.42125566313956
5557,Boeing 737-800,25717.903502358266,73472.61784075627,65786.92751091073,20%-40% of MAC,812.2476856455,127.13207218571692,316620.29133606784,194,58960.82048760149,50734,446,Turboprop,31.030877615901325
5558,Airbus A380,266623.7782304464,1144494.9658482752,518276.4283411774,20%-35% of MAC,853.063309805483,22.62016474326849,13679.61572249273,322,21639.39127881514,37963,440,Turboprop,92.84013596704813
5559,Boeing 777,85276.24586449923,178270.66874245665,161069.37549127152,15%-30% of MAC,943.5507070733718,131.571724625348,85546.21922177888,457,44582.0935351869,22439,603,Turboprop,45.89104777604579
5560,Gulfstream G650,195898.81794094053,973673.7939411532,245170.78135019625,35%-45% of MAC,758.3849814386492,134.3595855219035,197327.5391429688,176,68399.54780561318,43032,612,Turboprop,19.158815073078035
5561,Bombardier Global 6000,101516.08277497588,240170.97972854276,113630.11258738468,20%-40% of MAC,299.4211663642441,130.9457365173551,447818.6577193384,157,54281.39475230593,37165,612,Piston,39.82741687324014
5562,Boeing 777,141239.2312206534,508525.6127677853,427284.47865026846,20%-40% of MAC,206.20318934336132,80.31588225856817,14112.952094770964,107,24247.66670115763,37014,626,Turbofan,36.07243623470983
5563,Embraer E190,82198.0905077468,227826.8979989356,141809.9912112733,25%-35% of MAC,418.5828867668706,31.550848420397124,427979.2671557336,158,36598.00294903955,23773,429,Piston,18.364716207075745
5564,Beechcraft King Air 350,100522.5410930506,142281.59154107724,105062.68508024771,20%-35% of MAC,232.74168214339284,179.38090857534388,149143.60644715754,375,42784.56382421127,56179,647,Turbofan,38.96506772297178
5565,Cessna 172,141655.84580385403,360887.3781902516,290445.5310339583,35%-45% of MAC,955.092854136112,104.65934472281198,204475.37293420095,331,37263.40645358325,52382,512,Turboprop,99.05217571517372
5566,Boeing 737-800,182702.8375032444,370059.26822017273,349641.3468632258,15%-30% of MAC,314.82243978717264,116.9376353615728,405474.4191550457,372,19373.28638394776,54271,636,Turboprop,98.0692545780788
5567,Beechcraft King Air 350,252646.19411933928,384015.3647752915,306316.52928929846,20%-40% of MAC,812.0391757431531,83.08132909393044,68062.98292427148,210,50161.108419644406,44147,652,Piston,69.35793056101556
5568,Airbus A320,243441.14790949936,276615.2853500252,271420.52729931875,20%-40% of MAC,747.1197782146677,78.97444470649357,148798.0778882058,303,78428.75071632746,54314,406,Turbofan,86.93419529945722
5569,Airbus A380,50634.39211948865,251050.5637260336,115361.73778256496,15%-30% of MAC,995.1363306933976,44.76109190503325,378628.42232719954,462,52608.37143456771,58505,507,Turboprop,51.18992331988896
